,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Developer,Rating
202,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,8.0,EA Sports,E
203,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,9.0,Capcom,M
204,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,8.0,Rockstar Leeds,M
205,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,9.2,Neversoft Entertainment,T
206,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,
207,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,8.2,"Neversoft Entertainment, BudCat",T
209,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,7.1,Nintendo,T
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,
211,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,8.5,Bethesda Game Studios,M
212,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,8.1,"Naughty Dog, SCE/WWS",T
213,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,8.0,EA Sports,E
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,
216,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,,,,
217,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,8.2,Blizzard Entertainment,T
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,7.3,Ubisoft Montreal,M
220,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,8.7,SCE Santa Monica,M
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,9.0,Naughty Dog,E
222,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,5.4,TT Fusion,E
223,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,7.7,Reflections Interactive,T
224,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,8.7,Rocksteady Studios,T
225,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,,,,
226,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,
227,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,7.7,Neversoft Entertainment,T
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,8.2,Stormfront Studios,T
229,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,8.6,Core Design Ltd.,T
230,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,7.6,Nintendo,E
231,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,8.1,Bluepoint Games,T
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,8.9,Nintendo,E
234,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,8.4,Vicarious Visions,T
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,8.4,Next Level Games,E
236,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,8.2,Turn 10,E
237,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,
238,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,7.9,EA Tiburon,E
239,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,7.9,Neversoft Entertainment,T
240,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,8.2,EA Sports,E
242,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,6.4,343 Industries,T
243,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,7.9,Treyarch,E
244,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,
245,Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,3.4,Infinity Ward,M
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,8.9,SCE Santa Monica,M
247,Splatoon,WiiU,2015.0,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,8.5,Nintendo,E10+
248,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,7.9,Nintendo,E10+
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,7.5,Neversoft Entertainment,T
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,8.9,Konami,E
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,8.7,Bethesda Softworks,M
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,9.1,EA Canada,T
254,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,8.3,"Ubisoft Paris, Ubisoft Montpellier",E10+
255,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,,4.8,High Moon Studios,M
256,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,8.1,Insomniac Games,M
257,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,,,
258,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,9.0,Square Enix,E10+
259,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,
260,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,9.0,Nintendo,E
261,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,,,,
262,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,,
263,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,,4.9,High Moon Studios,M
264,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,4.5,EA Sports,E
265,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,6.5,Lionhead Studios,M
266,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,7.3,Mass Media,E
267,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,8.9,Rocksteady Studios,T
268,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,9.3,KCEJ,M
269,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,7.5,Ubisoft Montreal,M
270,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,6.2,Bethesda Game Studios,M
271,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,4.2,EA Canada,E
272,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,8.7,Ready at Dawn,E10+
273,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,
274,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,7.8,EA Canada,E
275,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,7.5,"SCEE, Zoe Mode",E
276,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,7.1,Polyphony Digital,E
277,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,7.2,Ubisoft Montreal,M
278,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,,
279,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,,,
280,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,7.3,Capcom,T
281,Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,
282,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,
283,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,7.7,EA Sports,E
284,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,9.1,Valve Software,M
285,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,
286,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,
287,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,,,
288,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,7.9,Blizzard Entertainment,T
289,Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,8.4,EA DICE,M
290,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,8.9,SCE Santa Monica,M
291,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,8.2,Konami,E
292,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,8.1,Obsidian Entertainment,M
293,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,8.3,Turn 10,E
294,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,6.0,Cat Daddy Games,E
295,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,6.3,Ubisoft Montreal,M
296,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,
297,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,8.5,Namco,T
298,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,7.7,Ubisoft Montreal,M
299,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,
300,Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,,,,
301,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,,Digital Eclipse,E10+
302,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,8.6,Valve Software,M
303,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,9.2,CD Projekt Red Studio,M
304,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,4.9,"Ubisoft, Ubisoft Montreal",M
305,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,7.6,Rocksteady Studios,M
306,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,8.0,Nintendo,E10+
307,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,8.0,Bethesda Game Studios,M
308,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,8.8,Level 5,E10+
309,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,,,
310,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,8.7,EA Canada,E
311,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,8.7,Neversoft Entertainment,T
312,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,8.7,Capcom,T
313,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,8.1,Bethesda Game Studios,M
314,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,6.7,Visual Concepts,E10+
315,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6,Namco,T
316,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,,
317,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,7.4,Evolution Studios,T
318,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,,,,
319,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,9.1,KCET,E
320,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,7.9,"SCEA, Zindagi Games",E10+
321,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,
322,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,
323,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,3.7,Infinity Ward,M
324,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,4.0,"Nintendo, Namco Bandai Games",E
325,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,7.0,Massive Entertainment,M
326,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,6.9,Nintendo,E
327,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,
328,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,
329,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,7.5,Traveller's Tales,E10+
330,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,8.0,Maxis,T
331,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,
332,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,7.5,Argonaut Games,E
333,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,
334,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,
335,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,7.9,Intelligent Systems,E
336,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,8.8,Insomniac Games,E
337,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,8.1,Ubisoft,M
338,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,7.6,EA Canada,E
339,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,,,
340,Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,
341,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,8.5,Neversoft Entertainment,T
342,Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,,,,
343,MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,7.3,TOSE,E
344,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,8.4,Rockstar Leeds,E10+
345,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,,,,
346,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,7.9,Zipper Interactive,M
347,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,8.7,Naughty Dog,E
348,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,7.9,Konami,E
350,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,8.9,Capcom,M
351,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,7.6,Vicarious Visions,T
352,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,7.6,EA Sports,E
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,8.7,Pandemic Studios,T
354,Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,
355,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,7.7,Fox Interactive,T
356,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,8.5,Nintendo,E
357,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,6.9,EA DICE,M
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,9.0,Pandemic Studios,T
359,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,,6.2,Ubisoft,E10+
360,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,8.0,Office Create,E
361,WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,
362,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,
363,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,7.8,Rockstar Leeds,M
364,The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,6.8,Team Soho,M
365,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,
366,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,7.9,EA Redwood Shores,T
367,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,
368,Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,,
369,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,7.5,EA Sports,E
370,Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,
371,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,7.9,Certain Affinity,M
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,,,,
373,Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,4.1,"Ubisoft, Ubisoft Montreal",M
374,Kung Fu,NES,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,,,
375,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,7.5,Capcom,M
376,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,8.3,Ubisoft Montreal,M
377,FIFA Soccer 2004,PS2,2004.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,6.4,EA Canada,E
378,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,5.8,EA DICE,M
379,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,8.7,Rocksteady Studios,T
380,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,5.6,EA DICE,M
381,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,8.6,EA DICE,M
382,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.21,1.62,0.27,0.37,3.46,,,,
383,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,8.8,Vicarious Visions,E10+
384,Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,8.4,Agenda,E
385,Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,,,,
386,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,8.2,Gearbox Software,M
387,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,8.3,Namco,T
388,Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,,,,
389,Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,8.0,DMA Design,T
390,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,8.2,"Kojima Productions, Moby Dick Studio",M
391,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,8.9,Treyarch,T
392,F-1 Race,GB,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,,,,
393,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,6.7,EA Canada,E
394,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,8.4,Media Molecule,E
395,Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,8.2,Eurocom Entertainment Software,E
396,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,6.8,Ubisoft Quebec,M
397,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,7.9,Traveller's Tales,E10+
398,Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,5.5,"Bungie Software, Bungie",T
399,WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,,,,
400,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,,,,
401,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,8.5,Ubisoft Montreal,M
